type,date,place,age,numer of items,total amount(NTD)
衣著飾品,2016-09,新竹市,35-40,7880.0,15556926.0
衣著飾品,2016-09,新竹市,40-45,5637.0,11963113.0
衣著飾品,2016-09,新竹市,45-50,4357.0,10402234.0
衣著飾品,2016-09,新竹市,50-55,2930.0,7977488.0
衣著飾品,2016-09,新竹市,55-60,1563.0,4107009.0
衣著飾品,2016-09,新竹市,60-65,912.0,2933531.0
衣著飾品,2016-09,新竹市,65-70,340.0,1169104.0
衣著飾品,2016-09,新竹市,70-75,67.0,168114.0
衣著飾品,2016-09,新竹市,75-80,18.0,32562.0
衣著飾品,2016-09,新竹市,80-,61.0,220639.0
衣著飾品,2016-09,新竹縣,0-20,13.0,16686.0
衣著飾品,2016-09,新竹縣,20-25,319.0,755078.0
衣著飾品,2016-09,新竹縣,25-30,1466.0,3497314.0
衣著飾品,2016-09,新竹縣,30-35,4377.0,9641374.0
衣著飾品,2016-09,新竹縣,35-40,5538.0,12640819.0
衣著飾品,2016-09,新竹縣,40-45,3384.0,9038546.0
衣著飾品,2016-09,新竹縣,45-50,2276.0,6892461.0
衣著飾品,2016-09,新竹縣,50-55,1440.0,5252344.0
衣著飾品,2016-09,新竹縣,55-60,733.0,2743692.0
衣著飾品,2016-09,新竹縣,60-65,394.0,1640825.0
衣著飾品,2016-09,新竹縣,65-70,114.0,499450.0
衣著飾品,2016-09,新竹縣,70-75,24.0,76821.0
衣著飾品,2016-09,新竹縣,75-80,4.0,7561.0
衣著飾品,2016-09,新竹縣,80-,26.0,68545.0
衣著飾品,2016-09,澎湖縣,0-20,7.0,13624.0
衣著飾品,2016-09,澎湖縣,20-25,106.0,209696.0
衣著飾品,2016-09,澎湖縣,25-30,243.0,592177.0
衣著飾品,2016-09,澎湖縣,30-35,417.0,1041529.0
衣著飾品,2016-09,澎湖縣,35-40,592.0,1286260.0
衣著飾品,2016-09,澎湖縣,40-45,620.0,1386592.0
衣著飾品,2016-09,澎湖縣,45-50,501.0,1310062.0
衣著飾品,2016-09,澎湖縣,50-55,291.0,841044.0
衣著飾品,2016-09,澎湖縣,55-60,228.0,1127717.0
衣著飾品,2016-09,澎湖縣,60-65,88.0,238096.0
衣著飾品,2016-09,澎湖縣,65-70,37.0,108352.0
衣著飾品,2016-09,澎湖縣,70-75,5.0,3492.0
衣著飾品,2016-09,澎湖縣,75-80,2.0,6490.0
衣著飾品,2016-09,澎湖縣,80-,6.0,32471.0
衣著飾品,2016-09,花蓮縣,0-20,37.0,47777.0
衣著飾品,2016-09,花蓮縣,20-25,601.0,1098358.0
衣著飾品,2016-09,花蓮縣,25-30,1009.0,2240796.0
衣著飾品,2016-09,花蓮縣,30-35,1410.0,3119434.0
衣著飾品,2016-09,花蓮縣,35-40,1767.0,3957283.0
衣著飾品,2016-09,花蓮縣,40-45,1715.0,4369827.0
衣著飾品,2016-09,花蓮縣,45-50,1644.0,4340550.0
衣著飾品,2016-09,花蓮縣,50-55,1319.0,4021143.0
衣著飾品,2016-09,花蓮縣,55-60,844.0,2797737.0
衣著飾品,2016-09,花蓮縣,60-65,394.0,1454616.0
衣著飾品,2016-09,花蓮縣,65-70,125.0,471100.0
衣著飾品,2016-09,花蓮縣,70-75,25.0,55882.0
衣著飾品,2016-09,花蓮縣,75-80,16.0,54458.0
衣著飾品,2016-09,花蓮縣,80-,22.0,75067.0
衣著飾品,2016-09,苗栗縣,0-20,42.0,67190.0
衣著飾品,2016-09,苗栗縣,20-25,638.0,1209931.0
衣著飾品,2016-09,苗栗縣,25-30,1974.0,4095594.0
衣著飾品,2016-09,苗栗縣,30-35,3001.0,6146871.0
衣著飾品,2016-09,苗栗縣,35-40,3580.0,7583123.0
衣著飾品,2016-09,苗栗縣,40-45,3241.0,7188460.0
衣著飾品,2016-09,苗栗縣,45-50,2757.0,6996924.0
衣著飾品,2016-09,苗栗縣,50-55,1999.0,6165663.0
衣著飾品,2016-09,苗栗縣,55-60,1133.0,3651950.0
衣著飾品,2016-09,苗栗縣,60-65,583.0,1755737.0
衣著飾品,2016-09,苗栗縣,65-70,189.0,603192.0
衣著飾品,2016-09,苗栗縣,70-75,47.0,135765.0
衣著飾品,2016-09,苗栗縣,75-80,18.0,70207.0
衣著飾品,2016-09,苗栗縣,80-,20.0,95087.0
衣著飾品,2016-09,連江縣,0-20,0.0,0.0
衣著飾品,2016-09,連江縣,20-25,0.0,0.0
衣著飾品,2016-09,連江縣,25-30,0.0,0.0
衣著飾品,2016-09,連江縣,30-35,0.0,0.0
衣著飾品,2016-09,連江縣,35-40,0.0,0.0
衣著飾品,2016-09,連江縣,40-45,0.0,0.0
衣著飾品,2016-09,連江縣,45-50,0.0,0.0
衣著飾品,2016-09,連江縣,50-55,0.0,0.0
衣著飾品,2016-09,連江縣,55-60,0.0,0.0
衣著飾品,2016-09,連江縣,60-65,0.0,0.0
衣著飾品,2016-09,連江縣,65-70,0.0,0.0
衣著飾品,2016-09,連江縣,70-75,0.0,0.0
衣著飾品,2016-09,連江縣,75-80,0.0,0.0
衣著飾品,2016-09,連江縣,80-,0.0,0.0
衣著飾品,2016-09,金門縣,0-20,5.0,9958.0
衣著飾品,2016-09,金門縣,20-25,43.0,90559.0
衣著飾品,2016-09,金門縣,25-30,95.0,197135.0
衣著飾品,2016-09,金門縣,30-35,169.0,411929.0
衣著飾品,2016-09,金門縣,35-40,273.0,577500.0
衣著飾品,2016-09,金門縣,40-45,234.0,511381.0
衣著飾品,2016-09,金門縣,45-50,170.0,386054.0
衣著飾品,2016-09,金門縣,50-55,131.0,324730.0
衣著飾品,2016-09,金門縣,55-60,70.0,248529.0
衣著飾品,2016-09,金門縣,60-65,38.0,84114.0
衣著飾品,2016-09,金門縣,65-70,4.0,9854.0
衣著飾品,2016-09,金門縣,70-75,2.0,2490.0
衣著飾品,2016-09,金門縣,75-80,0.0,0.0
衣著飾品,2016-09,金門縣,80-,0.0,0.0
衣著飾品,2016-09,雲林縣,0-20,59.0,84114.0
衣著飾品,2016-09,雲林縣,20-25,848.0,1833467.0
衣著飾品,2016-09,雲林縣,25-30,2257.0,5036468.0
衣著飾品,2016-09,雲林縣,30-35,3709.0,8723532.0
衣著飾品,2016-09,雲林縣,35-40,5037.0,11707572.0
衣著飾品,2016-09,雲林縣,40-45,4520.0,10963684.0
衣著飾品,2016-09,雲林縣,45-50,3549.0,9398239.0
衣著飾品,2016-09,雲林縣,50-55,2288.0,6678543.0
衣著飾品,2016-09,雲林縣,55-60,1100.0,3224871.0
衣著飾品,2016-09,雲林縣,60-65,530.0,1823609.0
衣著飾品,2016-09,雲林縣,65-70,197.0,720533.0
衣著飾品,2016-09,雲林縣,70-75,34.0,114323.0
衣著飾品,2016-09,雲林縣,75-80,10.0,13577.0
衣著飾品,2016-09,雲林縣,80-,40.0,122238.0
食品餐飲,2016-04,南投縣,0-20,130.0,82868.0
食品餐飲,2016-04,南投縣,20-25,1856.0,1776075.0
食品餐飲,2016-04,南投縣,25-30,5315.0,5947724.0
食品餐飲,2016-04,南投縣,30-35,9737.0,11098321.0
食品餐飲,2016-04,南投縣,35-40,13640.0,16245583.0
食品餐飲,2016-04,南投縣,40-45,13797.0,17173849.0
食品餐飲,2016-04,南投縣,45-50,13488.0,17152019.0
食品餐飲,2016-04,南投縣,50-55,10948.0,14997197.0
食品餐飲,2016-04,南投縣,55-60,7549.0,10468142.0
食品餐飲,2016-04,南投縣,60-65,5181.0,7372251.0
食品餐飲,2016-04,南投縣,65-70,2130.0,2487538.0
食品餐飲,2016-04,南投縣,70-75,626.0,849788.0
食品餐飲,2016-04,南投縣,75-80,345.0,409009.0
食品餐飲,2016-04,南投縣,80-,140.0,137616.0
食品餐飲,2016-04,台東縣,0-20,117.0,86393.0
食品餐飲,2016-04,台東縣,20-25,1217.0,1112840.0
食品餐飲,2016-04,台東縣,25-30,3153.0,3339312.0
食品餐飲,2016-04,台東縣,30-35,5553.0,6667331.0
食品餐飲,2016-04,台東縣,35-40,6734.0,8346421.0
食品餐飲,2016-04,台東縣,40-45,7126.0,8807217.0
食品餐飲,2016-04,台東縣,45-50,7255.0,9397495.0
食品餐飲,2016-04,台東縣,50-55,6001.0,7635068.0
食品餐飲,2016-04,台東縣,55-60,4420.0,5756050.0
食品餐飲,2016-04,台東縣,60-65,3036.0,3844338.0
食品餐飲,2016-04,台東縣,65-70,1379.0,1768422.0
食品餐飲,2016-04,台東縣,70-75,468.0,544538.0
食品餐飲,2016-04,台東縣,75-80,189.0,231899.0
食品餐飲,2016-04,台東縣,80-,73.0,84556.0
食品餐飲,2016-04,嘉義市,0-20,122.0,100487.0
食品餐飲,2016-04,嘉義市,20-25,3419.0,4356164.0
食品餐飲,2016-04,嘉義市,25-30,12048.0,19712447.0
食品餐飲,2016-04,嘉義市,30-35,22771.0,38246370.0
食品餐飲,2016-04,嘉義市,35-40,30189.0,51705311.0
食品餐飲,2016-04,嘉義市,40-45,30396.0,49346561.0
食品餐飲,2016-04,嘉義市,45-50,29116.0,49121978.0
食品餐飲,2016-04,嘉義市,50-55,22782.0,36319255.0
食品餐飲,2016-04,嘉義市,55-60,15121.0,26382449.0
食品餐飲,2016-04,嘉義市,60-65,9380.0,13842322.0
食品餐飲,2016-04,嘉義市,65-70,4535.0,6117320.0
食品餐飲,2016-04,嘉義市,70-75,1753.0,2272407.0
食品餐飲,2016-04,嘉義市,75-80,827.0,951250.0
食品餐飲,2016-04,嘉義市,80-,368.0,493541.0
食品餐飲,2016-04,嘉義縣,0-20,15.0,10211.0
食品餐飲,2016-04,嘉義縣,20-25,317.0,281819.0
食品餐飲,2016-04,嘉義縣,25-30,932.0,940504.0
食品餐飲,2016-04,嘉義縣,30-35,1931.0,2216850.0
食品餐飲,2016-04,嘉義縣,35-40,2990.0,3498936.0
食品餐飲,2016-04,嘉義縣,40-45,3169.0,3616576.0
食品餐飲,2016-04,嘉義縣,45-50,3159.0,4768514.0
食品餐飲,2016-04,嘉義縣,50-55,2777.0,4161869.0
食品餐飲,2016-04,嘉義縣,55-60,1789.0,3042103.0
食品餐飲,2016-04,嘉義縣,60-65,1241.0,2146228.0
食品餐飲,2016-04,嘉義縣,65-70,456.0,885430.0
食品餐飲,2016-04,嘉義縣,70-75,144.0,156320.0
食品餐飲,2016-04,嘉義縣,75-80,63.0,88357.0
食品餐飲,2016-04,嘉義縣,80-,21.0,29791.0
食品餐飲,2016-04,基隆市,0-20,82.0,62383.0
食品餐飲,2016-04,基隆市,20-25,1549.0,1725439.0
食品餐飲,2016-04,基隆市,25-30,4082.0,5276464.0
食品餐飲,2016-04,基隆市,30-35,6648.0,9189203.0
食品餐飲,2016-04,基隆市,35-40,9642.0,11863759.0
食品餐飲,2016-04,基隆市,40-45,10497.0,12857719.0
食品餐飲,2016-04,基隆市,45-50,11732.0,14701967.0
食品餐飲,2016-04,基隆市,50-55,10502.0,13325294.0
食品餐飲,2016-04,基隆市,55-60,8185.0,9882121.0
食品餐飲,2016-04,基隆市,60-65,6380.0,7473177.0
食品餐飲,2016-04,基隆市,65-70,2878.0,3238336.0
食品餐飲,2016-04,基隆市,70-75,935.0,882054.0
食品餐飲,2016-04,基隆市,75-80,302.0,583633.0
食品餐飲,2016-04,基隆市,80-,174.0,167480.0
食品餐飲,2016-04,宜蘭縣,0-20,132.0,148680.0
食品餐飲,2016-04,宜蘭縣,20-25,2375.0,2239745.0
食品餐飲,2016-04,宜蘭縣,25-30,6508.0,7087258.0
食品餐飲,2016-04,宜蘭縣,30-35,11694.0,13663420.0
食品餐飲,2016-04,宜蘭縣,35-40,16196.0,18856246.0
食品餐飲,2016-04,宜蘭縣,40-45,16945.0,19415136.0
食品餐飲,2016-04,宜蘭縣,45-50,16251.0,19171351.0
食品餐飲,2016-04,宜蘭縣,50-55,12543.0,15359233.0
食品餐飲,2016-04,宜蘭縣,55-60,8503.0,10460562.0
食品餐飲,2016-04,宜蘭縣,60-65,5561.0,7130302.0
食品餐飲,2016-04,宜蘭縣,65-70,2525.0,3389083.0
食品餐飲,2016-04,宜蘭縣,70-75,781.0,1180361.0
食品餐飲,2016-04,宜蘭縣,75-80,284.0,420723.0
食品餐飲,2016-04,宜蘭縣,80-,123.0,175606.0
食品餐飲,2016-04,屏東縣,0-20,183.0,152944.0
食品餐飲,2016-04,屏東縣,20-25,2817.0,2706301.0
食品餐飲,2016-04,屏東縣,25-30,7286.0,8297295.0
食品餐飲,2016-04,屏東縣,30-35,13299.0,15690288.0
食品餐飲,2016-04,屏東縣,35-40,18553.0,21062092.0
食品餐飲,2016-04,屏東縣,40-45,19905.0,21863386.0
食品餐飲,2016-04,屏東縣,45-50,20443.0,24112318.0
食品餐飲,2016-04,屏東縣,50-55,17418.0,18786018.0
食品餐飲,2016-04,屏東縣,55-60,12108.0,15098193.0
食品餐飲,2016-04,屏東縣,60-65,7923.0,8958831.0
食品餐飲,2016-04,屏東縣,65-70,4066.0,4874549.0
食品餐飲,2016-04,屏東縣,70-75,1428.0,1467471.0
食品餐飲,2016-04,屏東縣,75-80,702.0,701873.0
食品餐飲,2016-04,屏東縣,80-,311.0,331824.0
食品餐飲,2016-04,彰化縣,0-20,218.0,185955.0
食品餐飲,2016-04,彰化縣,20-25,3893.0,3824023.0
食品餐飲,2016-04,彰化縣,25-30,11848.0,14025574.0
食品餐飲,2016-04,彰化縣,30-35,24587.0,27989362.0
食品餐飲,2016-04,彰化縣,35-40,36064.0,37924984.0
食品餐飲,2016-04,彰化縣,40-45,36294.0,36924838.0
食品餐飲,2016-04,彰化縣,45-50,33148.0,35048477.0
食品餐飲,2016-04,彰化縣,50-55,25859.0,28371745.0
食品餐飲,2016-04,彰化縣,55-60,16065.0,17288494.0
食品餐飲,2016-04,彰化縣,60-65,10222.0,10081050.0
食品餐飲,2016-04,彰化縣,65-70,4669.0,4419878.0
食品餐飲,2016-04,彰化縣,70-75,1406.0,1238984.0
食品餐飲,2016-04,彰化縣,75-80,763.0,724270.0
食品餐飲,2016-04,彰化縣,80-,241.0,400247.0
食品餐飲,2016-04,新竹市,0-20,473.0,542121.0
食品餐飲,2016-04,新竹市,20-25,10511.0,9760869.0
食品餐飲,2016-04,新竹市,25-30,37984.0,45711318.0
食品餐飲,2016-04,新竹市,30-35,75750.0,99886023.0
食品餐飲,2016-04,新竹市,35-40,101127.0,141320600.0
食品餐飲,2016-04,新竹市,40-45,90965.0,130574738.0
食品餐飲,2016-04,新竹市,45-50,77730.0,112858350.0
食品餐飲,2016-04,新竹市,50-55,55336.0,81984406.0
食品餐飲,2016-04,新竹市,55-60,34406.0,51005249.0
食品餐飲,2016-04,新竹市,60-65,21520.0,30373706.0
食品餐飲,2016-04,新竹市,65-70,10686.0,13040753.0
食品餐飲,2016-04,新竹市,70-75,3414.0,4382844.0
食品餐飲,2016-04,新竹市,75-80,1841.0,2262456.0
食品餐飲,2016-04,新竹市,80-,620.0,783735.0
食品餐飲,2016-04,新竹縣,0-20,106.0,172619.0
食品餐飲,2016-04,新竹縣,20-25,2647.0,3026128.0
食品餐飲,2016-04,新竹縣,25-30,10771.0,14338524.0
食品餐飲,2016-04,新竹縣,30-35,24245.0,29050061.0
食品餐飲,2016-04,新竹縣,35-40,36553.0,41084208.0
食品餐飲,2016-04,新竹縣,40-45,34641.0,39656723.0
食品餐飲,2016-04,新竹縣,45-50,24880.0,29707079.0
食品餐飲,2016-04,新竹縣,50-55,13898.0,18959437.0
食品餐飲,2016-04,新竹縣,55-60,7170.0,10417317.0
食品餐飲,2016-04,新竹縣,60-65,4036.0,5507290.0
食品餐飲,2016-04,新竹縣,65-70,1865.0,2243468.0
食品餐飲,2016-04,新竹縣,70-75,567.0,722261.0
食品餐飲,2016-04,新竹縣,75-80,231.0,226413.0
食品餐飲,2016-04,新竹縣,80-,54.0,69748.0
食品餐飲,2016-04,澎湖縣,0-20,20.0,19564.0
食品餐飲,2016-04,澎湖縣,20-25,435.0,640550.0
食品餐飲,2016-04,澎湖縣,25-30,1012.0,1656354.0
食品餐飲,2016-04,澎湖縣,30-35,1147.0,1972545.0
食品餐飲,2016-04,澎湖縣,35-40,1302.0,2770941.0
食品餐飲,2016-04,澎湖縣,40-45,1125.0,2290004.0
食品餐飲,2016-04,澎湖縣,45-50,1167.0,2379155.0
食品餐飲,2016-04,澎湖縣,50-55,1091.0,2295047.0
食品餐飲,2016-04,澎湖縣,55-60,857.0,1671453.0
食品餐飲,2016-04,澎湖縣,60-65,476.0,1316395.0
食品餐飲,2016-04,澎湖縣,65-70,180.0,258191.0
食品餐飲,2016-04,澎湖縣,70-75,65.0,97850.0
食品餐飲,2016-04,澎湖縣,75-80,16.0,24060.0
食品餐飲,2016-04,澎湖縣,80-,5.0,19110.0
食品餐飲,2016-04,花蓮縣,0-20,185.0,123467.0
食品餐飲,2016-04,花蓮縣,20-25,3720.0,2757441.0
食品餐飲,2016-04,花蓮縣,25-30,8387.0,6794708.0
食品餐飲,2016-04,花蓮縣,30-35,14066.0,12914368.0
食品餐飲,2016-04,花蓮縣,35-40,18028.0,16512546.0
食品餐飲,2016-04,花蓮縣,40-45,17004.0,17075537.0
食品餐飲,2016-04,花蓮縣,45-50,16470.0,17047220.0
食品餐飲,2016-04,花蓮縣,50-55,13092.0,13971188.0
食品餐飲,2016-04,花蓮縣,55-60,9399.0,9668635.0
食品餐飲,2016-04,花蓮縣,60-65,6889.0,6816632.0
食品餐飲,2016-04,花蓮縣,65-70,3073.0,3313212.0
食品餐飲,2016-04,花蓮縣,70-75,939.0,925517.0
食品餐飲,2016-04,花蓮縣,75-80,455.0,371306.0
食品餐飲,2016-04,花蓮縣,80-,212.0,195624.0
食品餐飲,2016-04,苗栗縣,0-20,104.0,75907.0
食品餐飲,2016-04,苗栗縣,20-25,2498.0,2557932.0
食品餐飲,2016-04,苗栗縣,25-30,9006.0,9277178.0
食品餐飲,2016-04,苗栗縣,30-35,17929.0,19388760.0
食品餐飲,2016-04,苗栗縣,35-40,24129.0,27540630.0
食品餐飲,2016-04,苗栗縣,40-45,21785.0,25571620.0
食品餐飲,2016-04,苗栗縣,45-50,18868.0,22208323.0
食品餐飲,2016-04,苗栗縣,50-55,13621.0,16306985.0
食品餐飲,2016-04,苗栗縣,55-60,8606.0,10758208.0
食品餐飲,2016-04,苗栗縣,60-65,5588.0,7266762.0
食品餐飲,2016-04,苗栗縣,65-70,2527.0,3260595.0
食品餐飲,2016-04,苗栗縣,70-75,840.0,1113926.0
食品餐飲,2016-04,苗栗縣,75-80,376.0,451105.0
食品餐飲,2016-04,苗栗縣,80-,90.0,98831.0
食品餐飲,2016-04,連江縣,0-20,0.0,0.0
食品餐飲,2016-04,連江縣,20-25,11.0,16963.0
食品餐飲,2016-04,連江縣,25-30,32.0,60187.0
食品餐飲,2016-04,連江縣,30-35,51.0,134704.0
食品餐飲,2016-04,連江縣,35-40,48.0,139896.0
食品餐飲,2016-04,連江縣,40-45,54.0,191347.0
食品餐飲,2016-04,連江縣,45-50,60.0,207500.0
食品餐飲,2016-04,連江縣,50-55,69.0,197426.0
食品餐飲,2016-04,連江縣,55-60,45.0,181035.0
食品餐飲,2016-04,連江縣,60-65,29.0,103510.0
食品餐飲,2016-04,連江縣,65-70,10.0,34300.0
食品餐飲,2016-04,連江縣,70-75,7.0,10020.0
食品餐飲,2016-04,連江縣,75-80,1.0,3700.0
食品餐飲,2016-04,連江縣,80-,2.0,1720.0
食品餐飲,2016-04,金門縣,0-20,19.0,22708.0
食品餐飲,2016-04,金門縣,20-25,351.0,498493.0
食品餐飲,2016-04,金門縣,25-30,788.0,1457553.0
食品餐飲,2016-04,金門縣,30-35,1231.0,2507679.0
食品餐飲,2016-04,金門縣,35-40,1448.0,3105649.0
食品餐飲,2016-04,金門縣,40-45,1584.0,3975601.0
食品餐飲,2016-04,金門縣,45-50,1716.0,4826182.0
食品餐飲,2016-04,金門縣,50-55,1549.0,5557710.0
食品餐飲,2016-04,金門縣,55-60,1211.0,4742952.0
食品餐飲,2016-04,金門縣,60-65,786.0,2682712.0
食品餐飲,2016-04,金門縣,65-70,315.0,878258.0
食品餐飲,2016-04,金門縣,70-75,90.0,284663.0
食品餐飲,2016-04,金門縣,75-80,38.0,149679.0
食品餐飲,2016-04,金門縣,80-,11.0,13993.0
食品餐飲,2016-04,雲林縣,0-20,96.0,80617.0
食品餐飲,2016-04,雲林縣,20-25,1905.0,1861702.0
食品餐飲,2016-04,雲林縣,25-30,5278.0,6546283.0
食品餐飲,2016-04,雲林縣,30-35,10155.0,12367202.0
食品餐飲,2016-04,雲林縣,35-40,14705.0,18072977.0
食品餐飲,2016-04,雲林縣,40-45,14643.0,19413173.0
食品餐飲,2016-04,雲林縣,45-50,12898.0,16617220.0
食品餐飲,2016-04,雲林縣,50-55,10012.0,12690424.0
食品餐飲,2016-04,雲林縣,55-60,6022.0,7585593.0
食品餐飲,2016-04,雲林縣,60-65,3947.0,4822354.0
食品餐飲,2016-04,雲林縣,65-70,1732.0,2100195.0
食品餐飲,2016-04,雲林縣,70-75,615.0,751859.0
食品餐飲,2016-04,雲林縣,75-80,321.0,344695.0
食品餐飲,2016-04,雲林縣,80-,91.0,98256.0
食品餐飲,2016-05,南投縣,0-20,112.0,91709.0
食品餐飲,2016-05,南投縣,20-25,1864.0,1819005.0
食品餐飲,2016-05,南投縣,25-30,5388.0,5898274.0
食品餐飲,2016-05,南投縣,30-35,9948.0,11677852.0
食品餐飲,2016-05,南投縣,35-40,13852.0,15861619.0
食品餐飲,2016-05,南投縣,40-45,13660.0,16706573.0
食品餐飲,2016-05,南投縣,45-50,13236.0,16735352.0
食品餐飲,2016-05,南投縣,50-55,11168.0,15248043.0
食品餐飲,2016-05,南投縣,55-60,7676.0,11132806.0
食品餐飲,2016-05,南投縣,60-65,5323.0,7473270.0
食品餐飲,2016-05,南投縣,65-70,2179.0,2590848.0
食品餐飲,2016-05,南投縣,70-75,601.0,642075.0
食品餐飲,2016-05,南投縣,75-80,342.0,438938.0
食品餐飲,2016-05,南投縣,80-,157.0,154265.0
食品餐飲,2016-05,台東縣,0-20,110.0,104382.0
食品餐飲,2016-05,台東縣,20-25,1278.0,1204229.0
食品餐飲,2016-05,台東縣,25-30,3231.0,3463898.0
食品餐飲,2016-05,台東縣,30-35,5616.0,6270029.0
食品餐飲,2016-05,台東縣,35-40,6817.0,8343539.0
食品餐飲,2016-05,台東縣,40-45,7160.0,8747202.0
食品餐飲,2016-05,台東縣,45-50,7258.0,9077287.0
食品餐飲,2016-05,台東縣,50-55,6104.0,7420672.0
食品餐飲,2016-05,台東縣,55-60,4517.0,5905922.0
食品餐飲,2016-05,台東縣,60-65,2926.0,3666749.0
食品餐飲,2016-05,台東縣,65-70,1447.0,1790845.0
食品餐飲,2016-05,台東縣,70-75,438.0,436670.0
食品餐飲,2016-05,台東縣,75-80,173.0,194880.0
食品餐飲,2016-05,台東縣,80-,87.0,104647.0
食品餐飲,2016-05,嘉義市,0-20,147.0,174328.0
食品餐飲,2016-05,嘉義市,20-25,3959.0,5276330.0
食品餐飲,2016-05,嘉義市,25-30,13392.0,22971277.0
食品餐飲,2016-05,嘉義市,30-35,24549.0,42730445.0
食品餐飲,2016-05,嘉義市,35-40,32464.0,55408784.0
食品餐飲,2016-05,嘉義市,40-45,32334.0,53397727.0
食品餐飲,2016-05,嘉義市,45-50,30407.0,51966302.0
食品餐飲,2016-05,嘉義市,50-55,23982.0,41051722.0
食品餐飲,2016-05,嘉義市,55-60,15728.0,28247512.0
食品餐飲,2016-05,嘉義市,60-65,9929.0,14908837.0
食品餐飲,2016-05,嘉義市,65-70,4678.0,6327611.0
食品餐飲,2016-05,嘉義市,70-75,1827.0,2295746.0
食品餐飲,2016-05,嘉義市,75-80,875.0,873343.0
食品餐飲,2016-05,嘉義市,80-,371.0,488069.0
食品餐飲,2016-05,嘉義縣,0-20,21.0,18663.0
食品餐飲,2016-05,嘉義縣,20-25,331.0,297010.0
食品餐飲,2016-05,嘉義縣,25-30,971.0,1083375.0
食品餐飲,2016-05,嘉義縣,30-35,1940.0,2422235.0
食品餐飲,2016-05,嘉義縣,35-40,2860.0,3417785.0
食品餐飲,2016-05,嘉義縣,40-45,2878.0,3886410.0
食品餐飲,2016-05,嘉義縣,45-50,2889.0,4359985.0
食品餐飲,2016-05,嘉義縣,50-55,2760.0,4432897.0
食品餐飲,2016-05,嘉義縣,55-60,1793.0,3136227.0
食品餐飲,2016-05,嘉義縣,60-65,1244.0,2236465.0
食品餐飲,2016-05,嘉義縣,65-70,515.0,788242.0
食品餐飲,2016-05,嘉義縣,70-75,180.0,428453.0
食品餐飲,2016-05,嘉義縣,75-80,98.0,220093.0
食品餐飲,2016-05,嘉義縣,80-,23.0,35960.0
食品餐飲,2016-05,基隆市,0-20,90.0,94772.0
食品餐飲,2016-05,基隆市,20-25,1740.0,2177869.0
食品餐飲,2016-05,基隆市,25-30,4578.0,6180480.0
食品餐飲,2016-05,基隆市,30-35,7328.0,10060866.0
食品餐飲,2016-05,基隆市,35-40,10488.0,13374708.0
食品餐飲,2016-05,基隆市,40-45,11375.0,14633511.0
食品餐飲,2016-05,基隆市,45-50,12620.0,15706300.0
食品餐飲,2016-05,基隆市,50-55,11137.0,14292137.0
食品餐飲,2016-05,基隆市,55-60,9107.0,11009818.0
食品餐飲,2016-05,基隆市,60-65,6871.0,8288762.0
食品餐飲,2016-05,基隆市,65-70,3366.0,3826081.0
食品餐飲,2016-05,基隆市,70-75,1019.0,1035000.0
食品餐飲,2016-05,基隆市,75-80,381.0,498601.0
食品餐飲,2016-05,基隆市,80-,180.0,191508.0
食品餐飲,2016-05,宜蘭縣,0-20,120.0,128851.0
食品餐飲,2016-05,宜蘭縣,20-25,2556.0,2558685.0
食品餐飲,2016-05,宜蘭縣,25-30,7030.0,7930017.0
食品餐飲,2016-05,宜蘭縣,30-35,12101.0,14286119.0
食品餐飲,2016-05,宜蘭縣,35-40,16734.0,18972020.0
食品餐飲,2016-05,宜蘭縣,40-45,17202.0,19440546.0
食品餐飲,2016-05,宜蘭縣,45-50,16341.0,18537165.0
食品餐飲,2016-05,宜蘭縣,50-55,13160.0,15977439.0
食品餐飲,2016-05,宜蘭縣,55-60,9032.0,10918113.0
食品餐飲,2016-05,宜蘭縣,60-65,5658.0,6875254.0
食品餐飲,2016-05,宜蘭縣,65-70,2564.0,3156841.0
食品餐飲,2016-05,宜蘭縣,70-75,861.0,1157581.0
食品餐飲,2016-05,宜蘭縣,75-80,312.0,489703.0
食品餐飲,2016-05,宜蘭縣,80-,158.0,153821.0
食品餐飲,2016-05,屏東縣,0-20,200.0,182246.0
食品餐飲,2016-05,屏東縣,20-25,3144.0,3212330.0
食品餐飲,2016-05,屏東縣,25-30,7993.0,10237323.0
食品餐飲,2016-05,屏東縣,30-35,14089.0,18512196.0
食品餐飲,2016-05,屏東縣,35-40,19791.0,24880067.0
食品餐飲,2016-05,屏東縣,40-45,20844.0,23817229.0
食品餐飲,2016-05,屏東縣,45-50,20914.0,25014737.0
食品餐飲,2016-05,屏東縣,50-55,17861.0,21359727.0
食品餐飲,2016-05,屏東縣,55-60,12692.0,16385669.0
食品餐飲,2016-05,屏東縣,60-65,8035.0,10261123.0
食品餐飲,2016-05,屏東縣,65-70,4096.0,4498544.0
食品餐飲,2016-05,屏東縣,70-75,1379.0,1454409.0
食品餐飲,2016-05,屏東縣,75-80,786.0,722566.0
食品餐飲,2016-05,屏東縣,80-,330.0,295359.0
食品餐飲,2016-05,彰化縣,0-20,257.0,248858.0
食品餐飲,2016-05,彰化縣,20-25,4286.0,4403444.0
食品餐飲,2016-05,彰化縣,25-30,13255.0,16194767.0
食品餐飲,2016-05,彰化縣,30-35,26575.0,31409093.0
食品餐飲,2016-05,彰化縣,35-40,38861.0,43051469.0
